Model Name,Loss,Accuracy
log_reg,0.7561422653882091,0.7499444444444444
xgb,1.1050673233306774,0.7186666666666667
mlp,0.9988918304443359,0.7696666717529297
dqn,0.656830026940557,0.6298888888888889

