Model Name,Loss,Accuracy
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,16.19761734803159,0.5506111111111112
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.021826694558577,0.5
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,18.246098315646417,0.4937777777777777
DQN,17.47916946853353,0.5150555555555556
DQN,17.479169468533534,0.5150555555555556
DQN,17.479169468533534,0.5150555555555556
DQN,17.47916946853353,0.5150555555555556
DQN,17.479169468533534,0.5150555555555556
DQN,17.47916946853353,0.5150555555555556
DQN,17.479169468533534,0.5150555555555556
DQN,17.47916946853353,0.5150555555555556
DQN,17.479169468533534,0.5150555555555556
DQN,17.479169468533534,0.5150555555555556
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,18.25210559121127,0.4936111111111111
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
DQN,20.512843628784225,0.4308888888888889
