Wall time,Step,Value
1743046862.2741177,651200,524.9500122070312
1743046862.7572744,651600,524.0499877929688
1743046872.7627633,652400,524.3699951171875
1743046873.890234,653200,525.6099853515625
1743046875.0201356,654000,524.1699829101562
1743046876.4111142,655200,526.8499755859375
1743046877.6954765,656400,527.9199829101562
1743046878.158194,656800,530.4500122070312
1743046878.6033537,657200,529.72998046875
1743046879.945672,658400,530.6699829101562
1743046881.5372322,659600,528.6500244140625
1743046883.6888885,661200,525.8400268554688
1743046885.3736475,662400,522.47998046875
1743046887.9039626,664000,525.6599731445312
1743046888.5997937,664400,523.7000122070312
1743046889.4800396,664800,522.4299926757812
1743046901.7989051,667600,520.1799926757812
1743046902.7846837,668400,521.280029296875
1743046903.2693205,668800,522.9199829101562
1743046903.7570271,669200,523.0399780273438
1743046905.213985,670400,523.3200073242188
1743046905.6939056,670800,522.530029296875
1743046908.5317833,673200,525.1699829101562
1743046908.9966238,673600,527.0900268554688
1743046909.457443,674000,526.8099975585938
1743046910.8370583,675200,528.6300048828125
1743046912.8846893,676800,526.27001953125
1743046913.3388379,677200,525.510009765625
1743046923.882705,678000,526.1699829101562
1743046924.299082,678400,526.2000122070312
1743046924.7661004,678800,524.969970703125
1743046925.185393,679200,524.4299926757812
1743046926.0913744,680000,521.47998046875
1743046927.3677742,681200,525.8800048828125
1743046928.9177966,682400,523.030029296875
1743046930.6991804,684000,520.4500122070312
1743046931.132329,684400,519.7100219726562
1743046933.2868052,686400,520.280029296875
1743046934.151127,687200,521.1599731445312
1743046934.600596,687600,521.9099731445312
1743046935.0484245,688000,522.8300170898438
1743046936.8054395,689600,521.0399780273438
1743046948.2116046,690800,521.5700073242188
1743046949.2113352,691600,522.6199951171875
1743046950.9915583,693200,521.3800048828125
1743046951.6491644,693600,524.5499877929688
1743046952.0629041,694000,523.2100219726562
1743046952.4843707,694400,522.3599853515625
1743046953.4083717,695200,523.030029296875
1743046955.5416439,697200,522.1699829101562
1743046955.9686189,697600,521.9400024414062
1743046956.9977756,698400,519.6300048828125
1743046957.5535119,698800,521.9600219726562
1743046957.9883316,699200,522.719970703125
1743046959.322784,700400,520.3300170898438
1743046960.2251682,701200,519.0900268554688
1743046960.6749196,701600,518.9000244140625
1743046961.1193182,702000,518.6400146484375
1743046974.9382527,705200,522.239990234375
1743046975.3775105,705600,523.760009765625
1743046976.776025,706800,525.260009765625
1743046981.4792414,710400,527.989990234375
1743046984.3931346,712800,525.219970703125
1743046984.8787825,713200,525.6500244140625
1743046997.5689685,715600,522.719970703125
1743046998.0334888,716000,519.030029296875
1743046998.477188,716400,519.2000122070312
1743046999.4806762,717200,524.6199951171875
1743046999.9581628,717600,524.469970703125
1743047000.4326556,718000,523.5999755859375
1743047002.4208148,719600,521.4400024414062
1743047004.4209678,721200,522.489990234375
1743047005.5125253,722000,519.3400268554688
1743047006.0479414,722400,522.0800170898438
1743047010.1164944,725600,522.8499755859375
1743047010.639494,726000,525.75
1743047011.9846773,727200,525.6099853515625
1743047023.2756207,728400,526.2100219726562
1743047025.4799922,730000,524.3200073242188
1743047026.464735,730800,524.1099853515625
1743047028.583247,732400,525.6400146484375
1743047031.1381176,734400,521.9000244140625
1743047031.755212,734800,523.280029296875
1743047033.8862197,736400,524.0399780273438
1743047034.3947132,736800,523.4500122070312
1743047035.963692,738000,523.22998046875
1743047036.5826144,738400,523.3499755859375
1743047037.0825863,738800,523.239990234375
1743047038.5531728,740000,524.010009765625
1743047049.4433765,741600,527.52001953125
1743047050.3254542,742400,526.260009765625
1743047051.3201034,743200,526.1099853515625
1743047051.7434268,743600,526.1699829101562
1743047052.1866016,744000,528.9199829101562
1743047055.6377034,746800,529.469970703125
1743047056.542894,747600,532.3599853515625
1743047056.9950116,748000,529.72998046875
1743047060.817552,750400,525.8699951171875
1743047061.5126426,750800,525.739990234375
1743047062.2053306,751200,523.6900024414062
1743047063.6202402,752000,520.9600219726562
1743047073.6452913,752800,523.239990234375
1743047078.325684,756800,517.2899780273438
1743047079.3309603,757600,515.4299926757812
1743047083.6941452,761200,523.52001953125
1743047085.8867989,762800,525.489990234375
1743047088.7326229,764800,526.8499755859375
1743047098.333877,765200,530.4099731445312
1743047098.7970464,765600,530.6699829101562
1743047100.3886678,766800,531.1699829101562
1743047100.8110106,767200,530.9199829101562
1743047101.2290084,767600,531.8699951171875
1743047101.6430433,768000,531.780029296875
1743047103.33837,769600,528.9000244140625
1743047103.7618597,770000,527.4099731445312
1743047104.1824265,770400,528.6199951171875
1743047105.5086179,771600,529.52001953125
1743047106.4060094,772400,527.6799926757812
1743047107.4427466,773200,525.0599975585938
1743047108.4747524,774000,526.0900268554688
1743047108.9697819,774400,525.6500244140625
1743047109.5608993,774800,524.010009765625
1743047110.6782162,775600,521.969970703125
1743047111.1761293,776000,524.260009765625
1743047123.6628265,778000,525.2000122070312
1743047124.9983857,779200,526.4000244140625
1743047125.8402517,780000,528.989990234375
1743047127.0859003,781200,531.9000244140625
1743047128.3451684,782400,533.0900268554688
1743047128.846597,782800,532.0
1743047129.9111533,783600,536.3699951171875
1743047130.984329,784400,531.7000122070312
1743047133.6852632,786800,534.010009765625
1743047134.1281776,787200,533.8200073242188
1743047135.00704,788000,530.0700073242188
1743047135.8787115,788800,531.239990234375
1743047148.8684704,792400,526.469970703125
1743047149.2839813,792800,526.8099975585938
1743047149.6955435,793200,522.9299926757812
1743047150.1081681,793600,523.9099731445312
1743047155.5594547,798400,527.3599853515625
1743047156.4252744,799200,530.5599975585938
1743047157.2883217,800000,531.8900146484375
1743047158.1613755,800800,531.52001953125
1743047160.211539,802400,527.4600219726562
