Model Name,Loss,Accuracy,Precision,Recall
MLP,0.6296395421028137,0.7874553561210632,,
MLP,0.5528553605079651,0.7875892758369446,,
MLP,0.4785948395729065,0.7902678608894348,,
MLP,0.4405026495456695,0.7940178632736206,,
MLP,0.424518221616745,0.7922321438789368,,
MLP,0.4149049758911133,0.8275000095367432,,
MLP,0.4085824012756348,0.8280357003211976,,
MLP,0.4031934320926666,0.8272767901420593,,
MLP,0.3978699803352356,0.8266964316368103,,
MLP,0.3906483650207519,0.825401782989502,,
MLP,0.7113536834716797,0.3053124964237213,,
MLP,0.7042595505714416,0.4540624976158142,,
MLP,0.6975931525230408,0.476741075515747,,
MLP,0.6913570046424866,0.6780803561210632,,
MLP,0.6853065848350525,0.7103125095367432,,
MLP,0.679411256313324,0.7301785707473755,,
MLP,0.6736660003662109,0.7683035612106324,,
MLP,0.6679798126220703,0.7710714221000672,,
MLP,0.6623735189437866,0.7637053608894349,,
MLP,0.656496810913086,0.755089282989502,,
MLP,0.6503523230552674,0.7537499904632569,,
MLP,0.6441747307777405,0.7755803465843201,,
MLP,0.6375524997711182,0.7757142782211304,,
MLP,0.6307058215141297,0.7813392877578735,,
MLP,0.6236943364143371,0.7819196462631226,,
MLP,0.6166309118270874,0.7672767758369445,,
MLP,0.6094500660896301,0.7689285755157471,,
MLP,0.6021585106849671,0.770892858505249,,
MLP,0.5948225498199463,0.7781696557998657,,
MLP,0.5874326229095459,0.7785714149475098,,
MLP,0.5800959587097168,0.7861607193946838,,
MLP,0.572738778591156,0.7868749976158143,,
MLP,0.5654058814048767,0.7874553561210632,,
MLP,0.5580113410949707,0.7878571391105652,,
MLP,0.5507928729057312,0.7881249904632568,,
MLP,0.5436517357826233,0.7883482098579406,,
MLP,0.5366365075111389,0.7897767901420594,,
MLP,0.5298876523971557,0.7901785731315613,,
MLP,0.5233108401298523,0.790223217010498,,
MLP,0.5169200539588928,0.790223217010498,,
MLP,0.5108129978179932,0.790446424484253,,
MLP,0.5049616813659668,0.7905803561210633,,
MLP,0.4992756962776184,0.7908482193946839,,
MLP,0.4938296020030975,0.7909374952316284,,
MLP,0.4886521637439728,0.7908482074737548,,
MLP,0.4837249040603638,0.7917410850524902,,
MLP,0.47897989153862,0.7917410850524902,,
MLP,0.4745457470417022,0.791785717010498,,
MLP,0.4703528046607971,0.791785717010498,,
MLP,0.4663571715354919,0.791785717010498,,
MLP,0.4626510977745056,0.791785717010498,,
MLP,0.4591166734695434,0.791785717010498,,
MLP,0.4558478474617004,0.791785717010498,,
MLP,0.4527498245239257,0.7917410850524902,,
MLP,0.4497560620307922,0.7917410850524902,,
MLP,0.446945834159851,0.7917410850524902,,
MLP,0.4443422496318817,0.7923214197158813,,
MLP,0.4418487071990967,0.7923660635948181,,
MLP,0.439518529176712,0.7927232027053833,,
MLP,0.4373085737228394,0.7926785707473755,,
MLP,0.435230815410614,0.7926785707473755,,
MLP,0.4332631289958953,0.7924553513526916,,
MLP,0.4314304828643799,0.7922321438789368,,
MLP,0.4296591460704803,0.7921875,,
MLP,0.4279604196548462,0.7921428680419922,,
MLP,0.4263487100601196,0.7921428680419922,,
MLP,0.4248364329338073,0.7920982241630554,,
MLP,0.4234117269515991,0.7927232027053833,,
MLP,0.4220227777957916,0.7916517972946167,,
MLP,0.4206432938575745,0.7920535802841187,,
MLP,0.4193452894687652,0.8142410755157471,,
MLP,0.4180619418621063,0.8206696391105652,,
MLP,0.4168278574943542,0.8235267996788025,,
MLP,0.4156380951404571,0.8269196391105652,,
MLP,0.4144813597202301,0.8268750071525574,,
MLP,0.4133289813995361,0.8258482098579407,,
MLP,0.4121939241886139,0.8259374976158143,,
MLP,0.4111060321331024,0.8259374976158143,,
MLP,0.4100015938282013,0.8258928656578064,,
MLP,0.4089137554168701,0.8258928656578064,,
MLP,0.4078089952468872,0.831830358505249,,
MLP,0.4067892014980316,0.8317410826683045,,
MLP,0.4058075487613678,0.831651794910431,,
MLP,0.404791396856308,0.8315178632736206,,
MLP,0.4038231313228607,0.8312946557998657,,
MLP,0.4028342664241791,0.8310714364051819,,
MLP,0.4018618524074554,0.8309375047683716,,
MLP,0.4009297549724578,0.830669641494751,,
MLP,0.3999700903892517,0.8300446271896362,,
MLP,0.3989914715290069,0.8295089364051819,,
MLP,0.3980716943740844,0.8290625095367432,,
MLP,0.3971389949321747,0.8287500023841858,,
MLP,0.396244078874588,0.825982141494751,,
MLP,0.3953352749347686,0.8255357027053833,,
MLP,0.3944289147853851,0.8255357027053833,,
MLP,0.3935487270355224,0.8254910588264466,,
MLP,0.3926970243453979,0.825401782989502,,
MLP,0.3918085932731628,0.8253571391105652,,
MLP,0.39092937707901,0.8253571391105652,,
MLP,0.3900632202625275,0.825401782989502,,
MLP,0.3891429901123047,0.825401782989502,,
MLP,0.3883370339870453,0.8253125071525573,,
MLP,0.3875749886035919,0.8251339316368103,,
MLP,0.386805909872055,0.8250892877578735,,
MLP,0.3859883844852447,0.8250446438789367,,
MLP,0.3852502882480621,0.8250446438789367,,
MLP,0.3845508813858032,0.8250446438789367,,
MLP,0.3838263690471649,0.8250446438789367,,
MLP,0.3830939590930938,0.8252232074737549,,
MLP,0.3824684143066406,0.8252232074737549,,
MLP,0.6754002094268798,0.5078125059604645,0.5039427578449249,0.9980299353599548
MLP,0.6715929865837097,0.5085714221000671,0.5043232381343842,0.9995501399040222
MLP,0.66769380569458,0.5085267782211303,0.5042999565601349,0.9995501399040222
MLP,0.6636990189552308,0.508794641494751,0.5044344961643219,0.9999090552330016
MLP,0.6595963716506958,0.5075446426868438,0.5038048505783081,0.9977548003196716
MLP,0.6554523229598999,0.50839284658432,0.5042361259460449,0.9970404982566834
MLP,0.6511962652206421,0.5041517853736878,0.5020930886268615,0.993650197982788
MLP,0.6468673586845398,0.5178125143051148,0.5091260313987732,0.9931081891059876
MLP,0.6425487756729126,0.6248660683631897,0.5720434427261353,0.9911461472511292
MLP,0.6380947232246399,0.6239732146263123,0.5742269515991211,0.9587398290634156
MLP,0.6334570407867431,0.6916517972946167,0.651137363910675,0.8256847262382507
MLP,0.6287272334098816,0.6778124928474426,0.648587679862976,0.7761153101921081
MLP,0.6237502098083496,0.6984821438789368,0.6769663453102112,0.759229838848114
MLP,0.618667995929718,0.6551785707473755,0.6507148265838623,0.6699856638908386
MLP,0.6135617136955261,0.6514732122421265,0.6494079947471618,0.6583492875099182
MLP,0.6083627462387085,0.6598660826683045,0.6628304839134216,0.6507654070854187
MLP,0.6032337188720703,0.6840178489685058,0.6972230792045593,0.6505872249603272
MLP,0.5980753779411316,0.7115624904632568,0.7793946743011475,0.5902197241783143
MLP,0.5929175853729248,0.7446874976158142,0.8554573655128479,0.5888753890991211
MLP,0.5877593398094177,0.7530803680419922,0.876952874660492,0.5887850165367127
MLP,0.5825716137886048,0.753125011920929,0.8770718097686767,0.5887850165367127
MLP,0.5774930000305176,0.7529017806053162,0.877492117881775,0.587890362739563
MLP,0.5724759221076965,0.752946424484253,0.8776111364364624,0.587890362739563
MLP,0.5675173878669739,0.752946424484253,0.8776111364364624,0.587890362739563
MLP,0.5626403212547302,0.7527678489685059,0.877548360824585,0.5875314354896546
MLP,0.5579059839248657,0.7527232050895691,0.8775325775146484,0.5874444007873535
MLP,0.5533315658569335,0.7527232050895691,0.8775325775146484,0.5874444007873535
MLP,0.5487782478332519,0.7527232050895691,0.8775325775146484,0.5874444007873535
MLP,0.5444210052490235,0.7736607193946838,0.9361047744750975,0.5874444007873535
MLP,0.5401359438896179,0.7759821534156799,0.943082332611084,0.5874444007873535
MLP,0.5360162496566773,0.7760267972946167,0.9432135343551636,0.5874444007873535
MLP,0.5320232272148132,0.7760267972946167,0.9432135343551636,0.5874444007873535
MLP,0.5281220316886902,0.7760714411735534,0.9433517336845398,0.5874444007873535
MLP,0.5243264555931091,0.7762053728103637,0.943756103515625,0.5874444007873535
MLP,0.5206470131874085,0.7762500047683716,0.9438876748085022,0.5874444007873535
MLP,0.5170971989631653,0.7762500047683716,0.9438876748085022,0.5874444007873535
MLP,0.5136895895004272,0.7763392925262451,0.9441610455513,0.5874444007873535
MLP,0.5104776978492737,0.776160728931427,0.9442546963691713,0.5869939446449279
MLP,0.507389760017395,0.7740178585052491,0.9442606329917907,0.5824396967887878
MLP,0.5044535040855408,0.772678554058075,0.9440200924873352,0.5797689080238342
MLP,0.501604288816452,0.7724107146263123,0.9443518280982972,0.5789626479148865
MLP,0.4988883137702942,0.7725000023841858,0.9446292161941529,0.5789626479148865
MLP,0.4963149011135101,0.7723660707473755,0.944989538192749,0.5784265637397766
MLP,0.4938878536224365,0.7723660707473755,0.944989538192749,0.5784265637397766
MLP,0.4915738224983215,0.773035717010498,0.947047197818756,0.5784265637397766
MLP,0.4893599987030029,0.7731696367263794,0.9474681138992308,0.5784265637397766
MLP,0.487246173620224,0.7733035683631897,0.947888159751892,0.5784265637397766
MLP,0.4852853357791901,0.7735267758369446,0.9485774755477904,0.5784265637397766
MLP,0.4834548234939575,0.7735714197158814,0.9487171173095704,0.5784265637397766
MLP,0.4817077815532684,0.7737053513526917,0.949127995967865,0.5784265637397766
MLP,0.4800962150096893,0.7737500071525574,0.9515326976776124,0.5769084334373474
MLP,0.4785803139209747,0.7743749976158142,0.9532378554344176,0.5770897626876831
MLP,0.4771856784820557,0.7745089292526245,0.9536602020263673,0.5770897626876831
MLP,0.4758881211280822,0.7747321486473083,0.9543634653091432,0.5770897626876831
MLP,0.4747151613235473,0.7747321486473083,0.9543634653091432,0.5770897626876831
MLP,0.4736047327518463,0.7747321486473083,0.9543634653091432,0.5770897626876831
MLP,0.4725312888622284,0.7746875047683716,0.954222846031189,0.5770897626876831
MLP,0.4715801358222961,0.774598217010498,0.9539436817169188,0.5770897626876831
MLP,0.4706893682479858,0.7746875047683716,0.954222846031189,0.5770897626876831
MLP,0.4698572337627411,0.7746428608894348,0.9540737748146058,0.5770897626876831
MLP,0.4690892100334167,0.775,0.9551894545555116,0.5770897626876831
MLP,0.4683935344219208,0.7752232074737548,0.9558905124664306,0.5770897626876831
MLP,0.4677450895309448,0.7752232074737548,0.9558905124664306,0.5770897626876831
MLP,0.467141979932785,0.7769196391105652,0.956679904460907,0.5801221847534179
MLP,0.4665654957294464,0.776964271068573,0.956686782836914,0.5802111506462098
MLP,0.4660117864608765,0.776964271068573,0.956686782836914,0.5802111506462098
MLP,0.4655148267745971,0.7770089149475098,0.9568272471427918,0.5802111506462098
MLP,0.4650546967983245,0.7768749952316284,0.956400978565216,0.5802111506462098
MLP,0.4646326839923859,0.7768749952316284,0.956400978565216,0.5802111506462098
MLP,0.4642653703689575,0.7768749952316284,0.956400978565216,0.5802111506462098
MLP,0.4639178574085235,0.7768303513526916,0.9562572002410888,0.5802111506462098
MLP,0.4635513663291931,0.7773214221000672,0.9563260316848756,0.581191074848175
MLP,0.4631789922714233,0.7772321343421936,0.9560480833053588,0.581191074848175
MLP,0.4628753721714019,0.7771874904632569,0.9559079170227052,0.581191074848175
MLP,0.4625742137432098,0.7771874904632569,0.9559079170227052,0.581191074848175
MLP,0.4622604548931122,0.7779464244842529,0.9557519912719726,0.5828909516334534
MLP,0.4619214653968811,0.7782589316368103,0.955796468257904,0.58351571559906
MLP,0.4616545855998993,0.7782142877578735,0.9556541442871094,0.58351571559906
MLP,0.4613141536712646,0.7782142877578735,0.9556541442871094,0.58351571559906
MLP,0.4610230684280395,0.7783928632736206,0.955678117275238,0.5838746309280396
MLP,0.4607717096805572,0.7783482193946838,0.9555383563041688,0.5838746309280396
MLP,0.4604992032051086,0.7783928632736206,0.9555449843406676,0.583965003490448
MLP,0.4601468801498413,0.778303575515747,0.9552664637565612,0.583965003490448
MLP,0.4598061263561249,0.7782589316368103,0.9551268935203552,0.583965003490448
MLP,0.4594783782958984,0.7797767758369446,0.955211067199707,0.5870804071426392
MLP,0.4591434895992279,0.7797321319580078,0.9550726771354676,0.5870804071426392
MLP,0.4588220238685608,0.7797321319580078,0.9550726771354676,0.5870804071426392
MLP,0.4584453344345093,0.7801785707473755,0.95513756275177,0.5879750728607178
MLP,0.4580603241920471,0.7801785707473755,0.95513756275177,0.5879750728607178
MLP,0.4576046407222748,0.7801785707473755,0.95513756275177,0.5879750728607178
MLP,0.4571417450904846,0.7801785707473755,0.95513756275177,0.5879750728607178
MLP,0.4567030370235443,0.780267858505249,0.9550183653831482,0.588242256641388
MLP,0.4562651276588439,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.4558331370353699,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.4553199112415313,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.454788339138031,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.4543168067932129,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.4538448989391327,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.4533019363880157,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.4527684271335602,0.7811607122421265,0.9551502823829652,0.5900298833847046
MLP,0.678100860118866,0.6741071343421936,0.7291147232055664,0.5541563987731933
MLP,0.6721335411071777,0.6756696462631225,0.7343536019325256,0.5505830645561218
